A b c	Bảng chữ cái
Pillow	Gối
Pillowcase	Áo gối, bao gối
Pillowslip	Áo gối, bao gối
Pillule	Viên tròn
Pilosity	Tính lắm lông
Pilule	Viên tròn
Pily	Có lông tơ
Pimiento	Ớt ngọt
Pimp	Ma cô
Pimping	Nhỏ bé, nhỏ mọn
Pimple	Mụn nhọt
Pimpled	Có mụn nhọt
Pimply	Có mụn nhọt
Pinafore	Tạp dề
Pinball	Trò chi lăn bi ghim
Pincer	Càng cua
Pincette	Kìm nh
Pineapple	Cây dứa
Pinery	Vườn dứa
Pink	Hồng
Pinkish	Hơi hồng, hồng nhạt
Pinky	Hơi hồng, hồng nhạt
Pinny	Tạp dề
Pintle	Chốt, trục
Piny	Giống cây thông
Pious	Ngoan đạo
Piously	Ngoan đạo, sùng đạo
Pipe	Ống, ống dẫn
Pipeline	Ống dẫn dầu
Piperic	Lấy từ hồ tiêu
Piping	Sự thổi kèn túi
Pipkin	Chảo đất nh
Pipy	Có nhiều ống dẫn
Piquancy	Vị cay cay
Piquant	Hơi cay, cay cay
Piquantly	Có vị cay cay
Piqué	Vải bông sọc
Piragua	Thuyền độc mộc
Pirate	Kẻ cướp
Pirogue	Thuyền độc mộc
Pis aller	Biện pháp cuối cùng
Piscary	Quyền câu cá
Piscina	Ao cá, hồ cá
Piscinae	Ao cá, hồ cá
Piscine	Bể tắm
Pisiform	Hình hột đậu
Pisolite	Đá hột đậu
Pissoir	Chổ đi tiểu
Pist	Tung tích
Pistachio	Cây hồ trăn
Pistol	Súng lục, súng ngắn
Pistoleer	Người bắn súng ngắn
Pistolet	Súng ngắn nhỏ
Pitch	Hắc ín
Pitchy	Đen như hắc ín
Pitfall	Hầm bẫy
Pith	Ruột cây
Pithecan	Người vượn
Pithiness	Sức mạnh, sức sống
Piton	Móc leo núi
Pittance	Tiền thu lao rẻ mạt
Pituitary	Nhầy
Pituitous	Tiết ra chất nhầy
Pivol	Lõi, cột trụ
Pivot	Trụ, ngõng, chốt
Pivotal	Trung tâm
Pixie	Tiên
Pixy	Tiên
Placable	Dễ tha th
Placentate	Có giá noãn
Placer	Lớp sỏi cát có vàng
Placid	Điềm tĩnh
Placket	Túi váy
Plague	Bệnh dịch
Plain	Đồng bằng
Plainly	Rõ ràng
Plainness	Sự rõ ràng
Plainsong	Plainchant
Plaint	Sự tố cáo
Planar	Phẳng
Planer	Thợ bào
Planetaria	Cung thiên văn
Planetoid	Hành tinh nh
Planiform	Dạng mặt phẳng
Planimetry	Phép đo diện tích
Planing	Sự bào
Planisher	Thợ cán
Plank bed	Giường phản
Planless	Không có kế hoạch
Planned	Có kế hoạch
Planner	Người đặt kế hoạch
Plantable	Có thể trồng được
Plantation	Vườn ươm
Planter	Chủ đồn điền
Plantlet	Cây non
Planular	Thuộc planula
Planuloid	Dạng planula
Planum	Tấm phẳng
Plash	Vũng lầy, vũng nước
Plashy	Lầy lội
Plasmagene	Gen sinh chất
Plasmogen	Chất sống
Plasmon	Gen nguyên sinh
Plasmosome	Thể nhân
Plaster	Trát thạch cao
Plastered	Say rượu
Plasterer	Thợ trát vữa
Plastering	Việc trát vữa
Plastidal	Thuộc plastid
Plastin	Chất hạt
Plate	Bản, tấm
Plateau	Cao nguyên
Plateaux	Cao nguyên
Plater	Thợ mạ
Platform	Nền, bục, bệ
Platinise	Mạ platin
Platinize	Mạ platin
Platinum	Platin, bạch kim
Platly	Thẳng thắn
Plauditory	Tán tụng
Plausible	Có lý lẽ
Playboy	Kẻ ăn chơi
Playhouse	Nhà hát, rạp hát
Playlet	Kịch ngắn
Playsuit	Quần áo mặc để chơi
Pleadingly	Bào chữa, biện hộ
Pleasantly	Vui vẻ, dễ thương
Please	Làm thích, làm vui
Pleasingly	Dễ chịu
Plenilunar	Thuộc trăng tròn
Plenilune	Lúc trăng tròn
Pleochroic	Nhiều màu
Pleogamic	Thụ phấn bổ khuyết
Plerotic	Chứa đầy
Pleurite	Mảnh cứng bên
Pleurolith	Sỏi màng phổi
Pliers	Cái kìm
Plink	Làm kêu lanh canh
Plinthite	Đất sét đ
Plotter	Máy ghi toạ độ
Plough	Cái cày
Ploughman	Người cày, thợ cày
Ploughwise	Theo lối đường cày
Plouter	Làm tắc trách
Plow	Cái cày
Plowman	Người cày, thợ cày
Plowshare	Lưỡi cày
Plucked	Gan dạ, can trường
Plucky	Gan dạ, can trường
Plugging	Sự nút, sự bịt kín
Plum	Quả mận
Plum cake	Bánh ngọt nho khô
Plumassier	Người bán lông chim
Plumbeous	Láng như chì
Plumber	Thợ hàn chì
Plumbery	Nghề hàn chì
Plumbing	Thuật hàn chì
Plumbous	Chứa chì
Plume	Lông chim, lông vũ
Plumed	Có lông vũ
Plummet	Quả dọi
Plummy	Có nhiều mậm
Plumose	Có lông vũ
Plumpness	Vẻ mụ mẫm
Plumula	Lông tơ
Pluralise	Biến thành số nhiều
Plurality	Trạng thái nhiều
Pluralize	Biến thành số nhiều
Pluriaxial	Nhiều trục
Pluriform	Đa dạng
Plurigenus	Đa giống
Pluripolar	Nhiều cực
Plus	Cộng, dấu cộng
Plussage	Giá trị dương
Plutarchy	Chế độ tài phiệt
Plutocracy	Chế độ tài phiệt
Plutocrat	Kẻ quyền thế
Plutolatry	Sự thờ thần tiên
Plutonian	Sâu
Plutonite	Plutonit
Pluvious	Nhiều mưa
Plyer	Cái kềm gấp mép
Plywood	Gỗ dán
Pneuma	Tinh thần
Pneumatics	Khí lực hoá
Poacher	Xoong chần trứng
Pochette	Túi nhỏ cầm tay
Pock	Nốt đậu mùa
Pocket	Túi đựng bìa
Pocketable	Bỏ túi được
Poculiform	Hình chén
Podagral	Mắc bệnh gút chân
Podagric	Mắc bệnh gút chân
Podagrous	Mắc bệnh gút chân
Podal	Thuộc chân
Podded	Có vỏ
Podeal	Thuộc cuống họng
Podex	Vùng phao câu
Podginess	Vóc người béo lùn
Podgy	Béo lùn
Podoconus	Chân dạng nón
Pododerm	Lớp bì móng guốc
Podogram	Dấu chân
Podogynium	Cuống nhụy
Poem	Bài thơ
Poet	Nhà thơ, thi sĩ
Poetaster	Nhà thơ xoàng
Poetess	Nữ thi sĩ
Poetics	Luật thơ
Poetise	Làm thơ
Poetize	Làm thơ
Poetry	Nghệ thuật thơ
Poge	Cây cà khêu
Pogo stick	Cây cà khêu
Poignancy	Vị cay
Poignant	Cay
Poimted	Nhọn
Poinsettia	Cây trạng nguyên
Pointed	Nhọn, có đầu nhọn
Pointedly	Nhọn, có đầu nhọn
Pointing	Sự chỉ, sự trỏ
Pointless	Cùn, không nhọn
Pointwise	Theo từng điểm
Poison	Chất độc, thuốc độc
Poison gas	Hơi độc, khí độc
Poisoner	Kẻ đầu độc
Poisoning	Sự đầu độc
Poisonous	Độc, có chất độc
Poke	Túi
Poking	Du đãng
Polander	Người Ba lan
Polar	Cực diện
Polar bear	Gấu trắng
Polarity	Đối cực
Polarize	Phân cực
Polarized	Bị phân cực
Polaroid	Lớp kính chống nắng
Poleward	Hướng về địa cực
Polibureau	Bộ chính trị
Poliburo	Bộ chính trị
Police dog	Chó của cảnh sát
Policeman	Cảnh sát, công an
Policlinic	Bệnh viện ngoại tr
Policy	Chính sách, chế độ
Poling	Dãy cọc, hàng cọc
Polished	Bóng, láng
Polisher	Dụng cụ đánh bóng
Polite	Lịch sự, lịch thiệp
Politely	Lịch sự, lịch thiệp
Political	Chính trị
Politician	Chính khách
Politicise	Tham gia chính trị
Politicize	Tham gia chính trị
Politick	Tham gia chính trị
Politics	Chính trị
Polity	Tổ chức nhà nước
Polk	Nhảy pônca
Polka	Điệu nhảy pônca
Poll	Nơi bầu cử
Polled	Bị cưa sừng
Pollenless	Không có phấn hoa
Pollical	Thuộc ngón cái
Polling	Việc bỏ phiếu
Pollinize	Pollinise
Pollinizer	Polliniser
Pollinoid	Tinh tử
Polloi	Dân thường
Polonian	Thuộc Ba lan
Polospore	Hạt phấn hoá thạch
Polyadic	Nhiều ngôi
Polyatomic	Nhiều nguyên t
Polyblast	Mô thực bào lớn
Polychaete	Giun nhiều tơ
Polychord	Đàn thập huyền
Polychrome	Nhiều sắc
Polyfactor	Đa yếu tố
Polygenic	Thuộc polygene
Polygon	Đa giác
Polygonous	Thuộc polygon
Polygottal	Nhiều thứ tiếng
Polygottic	Nhiều thứ tiếng
Polygynist	Người đa thê
Polygynous	Nhiều vợ
Polygyny	Sự lấy nhiều v
Polymery	Tính trùng hợp
Polymorph	Bạch cầu nhiều dạng
Polynomial	Đa thức
Polypary	Nền bám của polip
Polyphone	Từ nhiều âm
Polyphonic	Nhiều âm
Polyphony	Tính nhiều âm
Polypidom	Nền bám của polip
Polypoid	Giống polip
Polypous	Giống polip
Polyrhizal	Có rễ chùm
Polysemous	Nhiều nghĩa
Polytheism	Đạo nhiều thần
Polytopic	Nhiều vùng
Polytypic	Nhiều kiểu
Pomace	Bã táo ép
Pomade	Sáp thơm bôi tóc
Pomatum	Sáp thơm bôi tóc
Pomelo	Quả bưởi
Pomfret	Cá chim
Pomiform	Dạng quả táo
Pommel	Núm chuôi kiếm
Pomology	Khoa cây quả
Pompier	Đội viên cứu hoả
Ponceau	Màu đỏ tươi
Pond	Ao
Pondage	Lượng nước ở ao
Ponderable	Có trọng lượng
Pondfish	Cá hồ
Ponding	Sự tạo thành ao hồ
Pondlet	Ao nhỏ
Poniard	Đâm bằng dao găm
Pont levis	Cầu cất
Pontage	Thuế cầu
Pontic	Thuộc Hắc hải
Pontoon	Lối chơi bài " 21"
Pony	Ngựa nhỏ
Poodle	Chó x
Pooka	Quỷ, yêu tinh
Pookoo	Linh dương đ
Pool	Gộp lại
Pooling	Sự hợp nhất, sự gộp
Poop	Phần đuôi tàu
Poor	Nghèo, bần cùng
Poorness	Sự nghèo nàn
Pop group	Nhóm nhạc pốp
Pope	Giáo hoàng
Popedom	Chức giáo hoàng
Poplin	Vải pôpơlin
Popshop	Hiệu cầm đ
Popularise	Đại chúng hoá
Popularity	Tính đại chúng
Popularize	Đại chúng hoá
Population	Tập hợp
Populi	Tiếng
Populism	Chủ nghĩa dân tuý
Populous	Đông dân
Populously	Đông dân
Porcelain	Sứ
Porch	Cổng vòm
Pork	Thịt lợn
Porkling	Lợn con, lợn nh
Porn	Hành động khiêu dâm
Porous	Xốp
Porraceous	Xanh màu lá tỏi tây
Porridge	Cháo yến mạch
Port	Cảng
Portakabin	Phòng, nhà làm sẵn
Portcrayon	Cán cắm bút chì
Portend	Báo điểm, báo trước
Porter	Người gác cổng
Porterage	Nghề khuân vác
Portico	Cổng, cổng xây
Portland	Xi măng pooclăng
Portliness	Vẻ béo tốt đẫy đà
Portly	Béo tốt, đẫy đà
Portrait	Chân dung, ảnh
Portray	Vẽ chân dung
Portrayal	Bức chân dung
Portreeve	Phó thị trưởng
Pose	Đặt
Poser	Vấn đề hắc búa
Posilogy	Môn dược lượng
Position	Lập trường
Positively	Dương
Positivity	Tính dương
Possess	Có
Possession	Chế độ sở hữu
Possessive	Sở hữu, chiếm hữu
Possible	Có thể
Possibly	Có lẽ, có thể
Post	Cột trụ
Postage	Bưu phí
Postcard	Bưu thiếp
Postcode	Mã thư tín
Poster	Quảng cáo
Posterior	Sau, hậu nghiệm
Posterity	Hậu thế
Posthumous	Sau khi chết
Postilion	Người dẫn đầu trạm
Postillion	Người dẫn đầu trạm
Postman	Người đưa thư
Postmark	Dấu bưu điện
Postnatal	Về trẻ sơ sinh
Postoffice	Bưu điện
Postpaid	Đã trả bưu phí
Postpone	Hoãn lại
Postscript	Tái bút
Postulate	Tiên đề
Posture	Dáng điệu, dáng bộ
Posy	Bó hoa
Pot hat	Mũ quả dưa
Potability	Tính uống được
Potable	Uống được
Potation	Sự uống
Potato	Khoai tây
Potatory	Uống được, để uống
Potency	Lực lượng
Potentate	Kẻ thống trị
Potential	Thế, thế vị
Potentiate	Làm cho có khả năng
Potion	Liều thuốc nước
Potsherd	Mảnh sành
Pottery	Đồ gốm
Pottle	Bình nửa galông
Pouch	Túi nhỏ
Pouched	Có túi
Pouchy	Có túi
Poudrette	Phân bắc trộn than
Poulterer	Người bán gà vịt
Poultice	Thuốc đắp
Poultry	Gà vẹt, chim nuôi
Pour	Rót, đổ, giội, trút
Pouter	Người hờn dỗi
Poutingly	Bĩu môi, hờn dỗi
Powder	Bụi
Powdery	Đầy bụi
Power	Công suất
Powerful	Có sức, có lực mạnh
Powerless	Không có sức mạnh
Powerplant	Nhà máy điện
Poxy	Bị mắc bệnh đậu mùa
Practice	Luyện tập
Practise	Luyện tập
Praecoxal	Trước háng
Praedial	Predial
Praesidium	Đoàn chủ tịch
Prairie	Đồng c
Praps	Có lẽ, có thể
Prate	Sự nói ba láp
Prating	Nói ba láp
Prattler	Người hay nói
Pray	Cầu, cầu nguyện
Prayerless	Không cầu nguyện
Preachman	Mục sư
Preadvise	Khuyên trước
Preambule	Lời nói đầu
Prebind	Prebind
Precedent	Tiền lệ, lệ trước
Preceding	Trước
Precentral	Trước trung khu
Precentric	Trước tâm
Precept	Châm ngôn
Preceptor	Thầy dạy, thầy giáo
Precession	Tuế sai
Precheck	Kiểm nghiệm trước
Precipitin	Precipitin
Precise	Xác định
Precisely	Một cách chính xác
Precisive	Chính xác
Preclude	Đẩy xa
Preclusion	Sự đẩy xa
Preclusive	Để đẩy xa
Precompact	Tiền compac
Preconcert	Thu xếp trước
Preconise	Công bố
Preconize	Công bố
Precostal	Tính từ
Precranial	Trên sọ
Precursive	Báo trước
Predacean	Động vật ăn thịt
Predation	Sự ăn thịt
Predatory	Ăn trộm
Predesign	Thiết kế sơ bộ
Predicant	Thuyết giáo
Predict	Đoán trước, dự đoán
Prediction	Sự dự đoán, dự báo
Predictive	Đoán trước, dự đoán
Preempy	Chen hàng
Preexist	Tồn tại từ trước
Preface	Lời nói đầu
Prefect	Quận trưởng
Prefecture	Quận
Prefer	Thích hơn, ưu hơn
Preference	Sự thích hơn
Prefet	Quận trưởng
Prefigure	Hình dung trước
Preflight	Chuẩn bị bay
Prefrontal	Trên trán
Preglacial	Trước băng hà
Pregnantly	Hàm xúc, giàu ý
Prehallux	Ngón cái thừa
Preheat	Nung sơ b
Preheating	Sự nung sơ b
Prehension	Sự cầm, sự nắm
Prehistory	Tiền s
Prelate	Giám mục
Prelatess	Nữ giáo trưởng
Premature	Sớm, yểu non
Premedical	Chuẩn bị học y
Premier	Thủ tướng
Premises	Cơ ngơi
Premium	Phần thưởng
Premolar	Răng tiền hàm
Premonish	Cảnh cáo
Premotion	Sự cử động trước
Prename	Tên tục
Prenasal	Trước mũi
Prenatal	Trước khi sinh
Preopinion	Thành kiến
Preorbital	Trước ổ mắt
Prep	Trường dự bị
Prepacks	Hàng đóng gói sẵn
Prepaid	Trả trước
Preparable	Có thể prepare
Preparator	Người chuẩn bị
Prepay	Trả trước
Prepayable	Có thể trả trước
Prepayment	Sự trả trước
Preprocess	Xử lý trước
Prepuberal	Trước mu
Presage	Điềm, triệu
Presageful	Có điềm, có triệu
Presager	Người báo trước
Prescient	Tiên tri
Preselect	Chọn trước
Presence	Sự có mặt
Preserve	Mứt
Presetting	Sự preset
Presidial	Thuộc tổng thống
Presidium	Đoàn chủ tịch
Presignify	Dự cáo
Pressman	Nhà báo
Pressory	Nén
Pressroom	Phòng nhà báo
Prestation	Sự nạp thuế
Presternal	Thuộc mảnh trước ức
Prestige	Thanh thế
Presumable	Có thể đoán chừng
Presumably	Có lẽ
Presume	Giả sử, giả định
Presuming	Tự phụ, quá tự tin
Preteen	Trước 13 tuổi
Pretension	Ý muốn, kỳ vọng
Preterm	Trước kỳ hạn
Pretermit	Bỏ, bỏ qua, bỏ sót
Pretorial	Thuộc pretor
Prettyish	Xinh xinh, hay hay
Prevenance	Sự làm trước
Prevenient	Trước
Prevent	Ngăn trở, ngăn ngừa
Prevernal	Đầu xuân
Previous	Trước
Previously	Trước, trước đây
Prewarn	Cảnh cáo trước
Prey	Mồi
Price war	Chiến tranh giá cả
Priced	Có giá, có đề giá
Priceless	Không định giá được
Pricey	Đắt tiền
Prickling	Cảm giác kiến bò
Pricy	Đắt tiền
Prideful	Tự cao, tự phụ
Priest	Thầy tu, thầy tế
Priestess	Cô thầy cúng
Priesthood	Chức thầy tế
Prig	Người khinh khỉnh
Priggery	Thói khinh khỉnh
Priggish	Khinh khỉnh
Primaeval	Primeval
Primarily	Trước hết, đầu tiên
Prime	Nguyên tố
Primely	Hoàn hảo
Primeness	Sự hoàn hảo
Primer	Sách vở lòng
Primetide	Lúc thanh xuân
Primeur	Rau quả đầu mùa
Primeval	Nguyên sinh
Primipara	Người đẻ con so
Primiparae	Người đẻ con so
Primrose	Hoa báo xuân
Primrosy	Đầy hoa anh thảo
Primus	Bếp dầu
Prince	Ông hoàng
Princedom	Địa vị ông hoàng
Princelet	Nhuốm & hoàng con
Princeling	Nhuốm & hoàng con
Princeps	Người đứng đầu
Principal	Chính, chủ yếu
Principe	Hoàng tử
Principle	Định luật
Printer	Thiết bị in, máy in
Printless	Không dấu in
Prior	Tiên nghiệm
Prioress	Bà trưởng tu viện
Prioritize	Dành ưu tiên
Priorship	Chức trưởng tu viện
Priory	Tu viện
Prism	Lăng trụ
Prismatoid	Phỏng lăng trụ
Prismoid	Hình lăng trụ cụt
Prismy	Có lăng trụ
Prisoner	Con vật bị nhốt
Prissily	Khó tính
Prissiness	Sự khó tính
Prissy	Khó tính
Prisy	Tỉ mỉ, cầu kỳ
Privacy	Sự riêng tư
Privat	Lính trơn
Private	Riêng, tư, cá nhân
Privately	Riêng, tư, cá nhân
Privative	Thiếu, không có
Privilege	Đặc quyền, đặc ân
Privileged	Được đặc ân
Privy	Kín, bí mật
Prix	Phần thưởng
Prizable	Có giá trị
Pro forma	Theo quy ước
Pro rata	Theo tỷ lệ
Probable	Có lẽ, có thể
Probably	Hầu như chắc chắn
Probatory	Chứng minh
Probing	Tìm kiếm
Probingly	Tìm kiếm
Probity	Tính liêm khiết
Problem	Vấn đề
Probud	Nụ non
Procedure	Phương pháp, cách
Proceeds	Tiền lời, lãi
Processing	Xử lý, gia công
Proclaim	Công bố, tuyên bố
Procreate	Sinh, đẻ, sinh đẻ
Prodigious	To lớn, lớn lao
Prodromal	Thuộc tiền triệu
Produce	Người sản xuất
Produced	Dài quá đáng
Producer	Người sản xuất
Product	Sản phẩm
Productile	Có thể kéo dài ra
Productive	Sản xuất
Proenzyme	Tiền men
Profanity	Tính báng bổ
Profession	Nghề, nghề nghiệp
Proffer	Sự mời
Profiling	Sự chép hình
Profit	Thu nhập
Profitably	Thuận lợi
Profound	Sâu, thăm thẳm
Profoundly	Hết sức
Profundity	Sự sâu, bề dâu
Progamete	Tiền giao tử
Progamic	Tiền giao phối
Progenesis	Sự progenetic
Progenetic	Phát sinh sớm
Progenitor	Ông bà ông vải
Prognosis	Dự báo, tiên đoán
Prohibiter	Người cấm
Prohibitor	Người cấm
Project	Chiếu
Projectile	Đạn
Projecting	Nhô ra, lồi ra
Projection	Hình chiếu
Projective	Xạ ảnh
Prolape	Sa xuống
Prolepsis	Sự đón trước
Proletary	Vô sản
Prolix	Rườm rà
Prolongate	Gia hạn
Prolusion	Bài viết mở đầu
Promenade	Cuộc đi chơi
Promenader	Người dạo chơi
Prominent	Lồi lên, nhô lên
Promise	Sự hứa hẹn
Promisorry	Hẹn trả tiền
Promote	Cho lên lớp
Promotion	Sự cho lên lớp
Prompt	Thúc đẩy
Prompting	Sự thúc đẩy
Pronate	Quay sấp
Pronation	Sự quay sấp
Prone	Nằm sóng soài
Pronely	Sóng soài
Proneness	Trạng thái úp sấp
Prong	Răng, ngạnh, chĩa
Pronounce	Tuyên bố
Pronounced	Rõ rệt, rõ ràng
Propagable	Có thể truyền giống
Propaganda	Sự tuyên truyền
Propagator	Người truyền bá
Propagule	Cành chiết
Propellant	Đẩy đi, đẩy tới
Propellent	Đẩy đi, đẩy tới
Propelling	Đẩy đi, đẩy tới
Propension	Sự ham thích
Propensity	Thiên hướng
Proper	Chân chính, riêng
Propertied	Có của, có tài sản
Property	Quyền sở hữu
Prophet	Người đoán trước
Prophetess	Nữ tiên tri
Prophyllum	Lá gốc
Propitiate	Làm dịu, làm nguôi
Proplasm	Mô hình
Propolis	Keo ong
Propose	Đề nghị
Propraetor	Propretor
Proprietor	Chủ, người sở hữu
Propulsive	Đẩy
Propulsor	Động cơ phản lực
Propylaea	Cửa đến
Propylaeum	Cửa đến
Propylene	Propylen
Prorata	Theo tỷ lệ
Proration	Sự chia theo tỷ lệ
Prosaist	Người viết văn xuôi
Prose	Văn xuôi
Prosect	Giải phẫu, mổ xẻ
Prosector	Trợ lý giải phẫu
Proser	Nhà văn xuôi
Prosing	Viết văn xuôi
Prosiphon	Ống hút trước
Prosodian	Nhà vận luật học
Prosody	Phép làm thơ
Prospect	Triển vọng
Prosternal	Thuộc prosternum
Prostheca	Mảnh trong hàm nhai
Protamine	Protamin
Protectant	Chất bảo vệ
Protection	Sự bảo trợ
Protectory	Trại trẻ em hư hỏng
Proteinic	Có protein
Proteinous	Có protein
Protoblast	Tế bào mầm
Protoconch	Vỏ ốc non
Protocorm	Mầm rễ
Protogen	Gen tương ứng trội
Protogenic	Bắt đầu phát triển
Proton	Prôton
Protonate	Có thêm một proton
Protoplast	Con người đầu tiên
Prototype	Mẫu tử, mẫu đầu
Protract	Kéo dài
Protracted	Kéo dài, bị kéo dài
Protractor	Thước đo góc
Protrophic	Ăn chất vô cơ
Prove	Thử lại
Provencal	Thuộc Provence
Provenal	Provenience
Proverb	Tục ngữ, cách ngôn
Provider	Người cung cấp
Province	Tỉnh
Provine	Cành chiết
Prow	Mũi tàu, mũi thuyền
Prowess	Lòng can đảm
Prowl	Sự đi vơ vẩn
Proximad	Hướng gần tâm
Proximate	Gần cạnh
Proximity	Sự gần, sự lân cận
Prtsc	Phím in màn hình
Pruner	Người tỉa cây
Pruniform	Dạng quả mận
Pruning	Sự chặt bớt
Pruriently	Thèm khát nhục dục
Prying	Tò mò, tọc mạch
Psalmodist	Người hát thánh ca
Psalmodize	Hát thánh ca
Psellism	Tật nói lắp
Pseudobuld	Túi chứa nước
Pseudocone	Nón giả
Pseudocyst	Kén giả
Pseudoderm	Bì giả
Pseudonym	Biệt hiệu, bút danh
Pseudopod	Cuống giả
Psoric	Thuộc bệnh ngứa
Psychic	Ông đồng
Psychicism	Tâm linh học
Psychics	Tâm lý học
Psychology	Tâm lý học
Psychotic	Loạn tinh thần
Pterocarp	Quả có cánh
Pteroid	Dạng cánh
Pterygiod	Xương cánh
Ptyalism	Chứng ứa nước bọt
Pub crawl	Cuộc rượu chè la cà
