A b c	Bảng chữ cái
Hesitantly	Do dự, ngại ngùng, lưỡng lự
Hesperus	Sao Hôm
Hetaera	Gái hồng lâu
Hetaerae	Gái hồng lâu
Hetaerism	Chế độ nàng hầu vợ lẽ
Hetaira	Gái hồng lâu
Hetairism	Chế độ nàng hầu vợ lẽ
Heterodox	Không chính thống
Heterodoxy	Tính chất không chính thống
Heterogony	Sự sinh trưởng dị hình
Heteronimy	Sự dị trị
Heterosis	Ưu thế giống lai
Heterotic	Thuộc ưu thế giống lai
Hetman	Người lãnh đạo Cô dắc
Heuristic	Hơrixtic
Hewn	Bổ
Hexad	Bộ sáu, nhóm sáu
Hexade	Hexad
Hexadic	Xem hexad
Hexameter	Thơ sáu âm tiết
Hexangular	Có sáu góc
Hexaploid	Lục bội
Hexapody	Dòng thơ gồm sáu âm tiết
Hexehedron	Khối sáu mặt
Hiatal	Xem hiatus chỉ thuộc về
Hibernal	Về mùa đông
Hick	Dân tỉnh nhỏ
Hickey	Đồ dùng, thiết bị
Hickory	Cây mại châu
Hidalgo	Người quý tộc Tây ban nha
Hidden	Ẩn
Hide	Trốn, dấu
Hidebound	Nhỏ nhen, hẹp hòi
Hide-away	Nơi trốn tránh
Hide-out	Nơi trốn tránh
Hideously	Gớm ghiếc, đáng tởm
Hidey-hole	Cũng hidy-hole
Hiding	Sự đánh đập, sự đánh đòn
Hidrosis	Sự ra mồ hôi
Hidrotic	Làm ra mồ hôi
Hierarch	Cha chính
Hierarchic	Có thứ bậc, có tôn ti
Hierarchy	Trật tự, đẳng cấp
Hierocracy	Chế độ thống trị của thầy tu
Hieroglyph	Chữ viết tượng hình
Hierolatry	Sự thờ thần thánhh
Higgle	Mặc cả
High	Cao
High altar	Bàn thờ chính
High chair	Ghế cao cho trẻ con ngồi ăn
High court	Toà dân sự tối cao
High road	Đường cái, đường chính
High seas	Vùng biển khơi
High tide	Lúc thuỷ triều lên cao
Higher	Cao hơn, có cấp cao hơn
Highest	Lớn nhất
Highflown	Kêu, khoa trương
Highflyer	Người nhiều tham vọng
Highflying	Nhiều tham vọng
Highjinks	Trò vui tếu, trò đùa nhộn
Highland	Cao nguyên
Highlander	Dân vùng cao nguyên
Highlands	Miền núi tây bắc Xcôtlân
High-day	Ngày lễ, ngày hội, ngày vui
High-flier	Người nhiều tham vọng
High-flyer	Người nhiều tham vọng
High-grade	Cấp cao
High-keyed	Cao giọng
High-life	Sống sang trọng xa hoa
High-proof	Có nồng độ rượu cao
High-speed	Cao tốc
High-tech	Sản xuất theo công nghệ cao
High-test	Qua một thử thách khó khăn
High-toned	Có cái nhìn cao cả
High-up	Ở địa vị cao, ở cấp cao
Highproof	Có nồng độ rượu cao
Highway	Đường cái, quốc lộ
Highwayman	Kẻ cướp đường
Hiker	Người đi bộ đường dài
Hilarious	Vui vẻ, vui nhộn
Hilarity	Sự vui vẻ, sự vui nhộn
Hill	Đồi
Hillbilly	Người kém văn minh
Hill-billy	Người mộc mạc chân chất
Hillock	Đồi nhỏ
Hillocky	Thuộc ngọn đồi nhỏ
Hillside	Sườn đồi
Hilltop	Đỉnh đồi
Hi-fi	Hi-fi
Himself	Tự nó, tự mình
Hinder	Ở đằng sau
Hindermost	Sau cùng
Hindmost	Sau cùng
Hindo	Adj
Hindostani	Adj
Hindrance	Sự cản trở
Hinduism	Đạo Ân,  Ân-ddộ giáo
Hinge	Sự treo
Hinged	Tiếp hợp
Hingeless	Không có bản lề
Hint	Lời gợi ý
Hintingly	Có ý ám chỉ, có ý bóng gió
Hip-bath	Bồn tắm ngồi nửa người
Hip-pocket	Túi quần ngay sau hông
Hip-roof	Mái nhà hình tháp
Hippodrome	Trường đua ngựa
Hipster	Người mê nhạc ja
Hipsterism	Lối sống của người hípxtơ
Hirable	Có thể thuê, có thể cho thuê
Hircine	Như dê, giống dê
Hire	Sự cho thuê
Hireable	Có thể thuê, có thể cho thuê
Hired	Để cho thuê
Hireling	Người đi làm thuê
Hirple	Đi khập khiễng
Hirsute	Rậm râu, rậm lông
Hirundine	Như chim nhạn
Hispid	Có lông cứng lởm chởm
Hist	Xuỵt!
Histaminic	Thuộc histamin
Histiocyte	Mô bào
Histogen	Vùng sinh mô
Histogram	Biểu đồ tần số
Histolytic	Xem histolysis
Historian	Nhà viết sử, sử gia
Historic	Được ghi vào lịch sử
Historical	Có liên quan đến lịch sử
Historied	Có lịch sử
History	Lịch sử
Hit man	Kẻ đâm thuê chém mướn
Hither	Ở đây, đây
Hitherto	Cho đến nay
Hitlerism	Chủ nghĩa Hít-le
Hive	Tổ ong, đõ ong
Hiya	Interj
H-bomb	Bom hyddro, bom khinh khí
H-hour	Giờ quan trọng nhất
Hoard	Của dành dụm
Hoarder	Kẻ tích trữ
Hoarding	Sự dành dụm
Hoarfrost	Sương muối
Hoariness	Màu hoa râm, vẻ hoa râm
Hoarsely	Bằng giọng khàn khàn
Hoarseness	Tình trạng khản giọng
Hoarstone	Mốc đá cũ ở nơi ranh giới
Hoax	Trò chơi khăm, trò chơi xỏ
Hoaxer	Kẻ chơi khăm, kẻ chơi xỏ
Hobby	Thú riêng, sở thích riêng
Hobgoblin	Quỷ, yêu quái
Hobo	Thợ đi làm rong
Hock	Rượu vang trắng Đức
Hocus	Chơi khăm chơi xỏ
Hodge	Người nông dân Anh điển hình
Hodoscope	Sự nghiệm đường hạt tích điện
Hoecake	Bánh nhỏ làm bằng bột ngô
Hog mane	Bờm ngựa xén ngắn
Hog wild	Cuống lên
Hogcote	Chuồng lợn
Hogg	Lông cừu xén lần đầu
Hoggery	Nơi nuôi lợn
Hogget	Cừu non
Hoggin	Cát lẫn sỏi
Hoggish	Như lợn
Hogpen	Chuồng lợn
Hogsback	Cũng hog's  back
Hogtie	Trói gô bốn vó
Hogwild	Cuống lên, quýnh lên
Hoi polloi	Dân thường
Hoiden	Cô gái hay nghịch nhộn
Hoise	Nâng lên
Holarctic	Thuộc miền Hôlactic
Hold	Cố định
Holdall	Túi đựng đồ lặt vặt đi đường
Holdback	Điều trở ngại
Holdfast	Sự kẹp chặt
Holding	Cách cầm, cách nắm
Holdup	Vụ ăn cướp đường
Holdup man	Kẻ cướp đường
Hole	Lỗ
Holiday	Ngày lễ, ngày nghỉ
Holily	Thiêng liêng, thần thánh
Holla	Xem hollo
Holland	Vải lanh Hà lan
Hollander	Người Hà-lan
Hollands	Rượu gin Hà-lan
Holler	Người la, người hò
Hollerith	Cũng hollerith  code
Hollo	Ê!, này!
Holloa	Ê!, này!
Holloia	Tiếng kêu " Ê", "này"
Hollow	Rỗng, lỗ hổng, chỗ lõm
Hollowly	Giả tạo, không thành thật
Hollowness	Sự rỗng
Hollyhock	Cây thục quỳ
Holography	Phép chụp ảnh giao thoa la de
Holohedron	Tinh thể toàn đối
Holonomy	Hôlônôm
Holy	Linh thiêng
Holy city	Thành phố Jerusalem
Holy land	Đất thánh
Holy see	Toà thánh Vatican
Holy week	Tuần thánh
Homage	Lòng kính trọng
Homburg	Mũ mềm của đàn ông đội
Home	Nhà, chỗ ở
Home front	Hậu phương trong thời chiến
Home help	Người giúp việc nhà
Home rule	Sự tự trị, sự tự quản
Homebird	Xem home-body
Homebound	Về nhà
Homecide	Kẻ giết người
Homecraft	Thủ công nghiệp
Homeland	Quê hương, tổ quốc, xứ sở
Homeletic	Có tính chất thuyết pháp
Homeletics	Thuật thuyết pháp
Homelike	Như ở nhà, như trong gia đình
Home-body	Người chỉ ru rú xó nhà
Home-bred	Nuôi ở trong nhà
Home-brew	Bia nhà ủ lấy
Home-made	Để nhà dùng
Home-maker	Người nội trợ
Homeostat	Trạng thái nội cân bằng
Homer	Chim bồ câu đưa thư
Homesick	Nhớ nhà, nhớ quê hương
Homestead	Nhà cửa vườn tược
Homeward	Trở về tổ quốc, trở về nước
Homewards	Trở về tổ quốc, trở về nước
Homey	Như ở nhà, như ở gia đình
Homeyness	Tính chất như ở nhà
Homicide	Kẻ giết người
Homiletics	Danh từ
Homilist	Người viết thuyết pháp
Homily	Bài thuyết pháp
Homing	Về nhà, trở về nhà
Hominid	Họ người
Hominized	Tiến hoá thành người
Hominoid	Giống người
Homo	Con người
Homocercal	Có vây đuôi đồng hình
Homoclitic	Giống nhau
Homodont	Có răng cùng hình
Homogenate	Chất đồng chất
Homogeneus	Thuần nhất
Homogenise	Làm thuần nhất
Homogenize	Làm thuần nhất
Homogeny	Sự phát sinh nguồn gốc
Homograft	Như allograft
Homogroup	Thuần nhóm
Homologous	Tương đồng, tương ứng
Homologue	Vật tương đồng, vật tương ứng
Homomorph	Đồng cấu
Homonym	Từ đồng âm
Homophile	Xem homosexual
Homopteran	Sâu bọ cánh giống
Homosexual	Tình dục đồng giới
Homothetic	Vị tự, đồng dạng
Homotopic	Đồng luân
Homotopy	[phép, sự, tính] đồng luân
Homuncule	Người nhỏ bé
Homy	Như ở nhà, như ở gia đình
Ho-ho	Interj
Honest	Lương thiện
Honestly	Lương thiện
Honesty	Tính lương thiện
Honewort	Cây châu Âu họ cà rốt
Honeycomb	Hình tổ ong
Honeyed	Ngọt như mật
Honeymoon	Tuần trăng mật
Honied	Ngọt như mật
Honk	Tiếng kêu của ngỗng trời
Honorand	Người nhận bằng danh dự
Honoraria	Tiền thù lao
Honorarium	Tiền thù lao
Honorific	Kính cẩn
Honour	Danh dự, danh giá, thanh danh
Hooded	Có mũ trùm đầu
Hoodlumism	Nạn côn đồ
Hoodwink	Lừa đối, lừa bịp
Hoofbound	Bị khô và co móng
Hoofed	Có móng
Hoofprint	Vết vó ngựa
Hook	Cái móc, cái mác
Hook nose	Mũi khoằm
Hooka	Điếu ống
Hookah	Điếu ống
Hooked	Có hình móc câu
Hooker	Người móc
Hooklet	Cái móc nhỏ
Hook-nosed	Có mũi khoằm
Hook-up	Sự móc vào với nhau
Hook-worm	Giun móc
Hoopla	Trò chơi ném vòng
Hoop-iron	Dải sắt để làm đai
Hoop-skirt	Váy phồng
Hooray	Interj
Hooroo	Interj
Hoot	Tiếng cú kêu
Hooter	Huýt sáo phản đối
Hoover	Máy hút bụi
Hope	Hy vọng
Hoped-for	Hy vọng, mong đợi
Hopeful	Hy vọng, đầy hy vọng
Hopefully	Đầy hy vọng, phấn khởi
Hopelessly	Tuyệt vọng, vô vọng
Hope-pole	Cọc leo cho hublông
Hophead	Người nghiện ma tuý
Hop-bind	Thân leo của cây hublông
Hop-bine	Thân leo của cây hublông
Hop-field	Cánh đồng trồng hublông
Hop-garden	Vườn hublông, ruộng hublông
Hop-picker	Người hái hublông
Hop-pole	Cọc leo cho hublông
Hop-yard	Vườn hublông, ruộng hublông
Hopped-up	Bị chất ma túy kích thích
Hopper	Người nhảy lò cò
Hopsack	Vải bao tải
Horde	Bộ lạc du cư
Horespower	Mãlực, ngựa
Hormonal	Thuộc hoặc do hooc môn gây ra
Hormonic	Có tính chất Hoocmon
Hornbill	Chim mỏ sừng
Horned	Có sừng
Horner	Thợ làm đồ sừng
Hornfels	Đá chịu lửa
Hornless	Không sừng
Hornlike	Như sừng, giống sừng
Horn-mad	Cuống lên, điên lên
Hornwort	Loài rong nước
Horny	Như sừng, giống sừng
Horologe	Đồng hồ
Horologer	Thợ làm đồng hồ
Horologist	Nhà chuyên môn đo thời khắc
Horology	Thuật đo thời khắc
Horoscope	Sự đoán số tử vi
Horoscopy	Phép lấy số tử vi
Horosphere	Mặt cực hạn
Horrendous	Kinh khủng, khủng khiếp
Horrible	Kinh khủng, kinh khiếp
Horribly	Kinh khủng, khủng khiếp
Horrid	Kinh khủng, kinh khiếp, dễ sợ
Horridly	Kinh khủng, khủng khiếp
Horridness	Sự kinh khủng, sự khủng khiếp
Horrify	Làm khiếp sợ, làm kinh khiếp
Horrifying	Gây kinh hãi, kinh hoàng
Horror	Sự khiếp, sự ghê rợn
Horse	Ngựa
Horseflesh	Thịt ngựa
Horsehair	Lông đuôi ngựa
Horsehide	Da ngựa
Horseleech	Đỉa trâu
Horse-boy	Chú bé bồi ngựa
Horse-comb	Bàn chải ngựa
Horse-pond	Chỗ tắm cho ngựa
Horse-race	Cuộc đua ngựa
Horse-tail	Đuôi ngựa
Horseman	Người cưỡi ngựa
Horseplay	Sự đùa nhả
Horsepower	Số nhiều không đổi
Horseshoe	Móng ngựa
Horseshoer	Thợ đóng móng ngựa
Horsewhip	Roi ngựa
Horsewoman	Người đàn bà cưỡi ngựa
Horsiness	Tính thích ngựa
Horst	Hoxtơ
Horsy	Giống ngựa
Hortative	Khích lệ, cổ vũ
Hortatory	Khích lệ, cổ vũ
Hosanna	Kinh tin kính Chúa
Hose-tops	Bít tất không có chân
Hosepipe	Ống phun nước
Hosier	Người buôn hàng dệt kim
Hosiery	Hàng dệt kim
Hospitable	Mến khách
Hospitably	Hiếu khách, niềm nở
Hospital	Bệnh viện, nhà thương
Hospitaler	Tu sĩ ở bệnh viện
Host	Chủ nhà
Hostage	Con tin
Hosteler	Người sống trong ký túc xá
Hostess	Bà chủ nhà
Hostile	Thù địch
Hostilely	Thù địch, oán ghét
Hostility	Hành vi thù địch
Hot air	Khí nóng
Hot cake	Bánh kếp
Hot rod	Xe cải tiến để chạy nhanh hơn
Hot spring	Suối nước nóng
Hot water	Nước nóng
Hot well	Suối nóng
Hotbed	Luống đất bón phân tươi
Hotbrain	Người bộp chộp
Hotch	Không yên một chổ
Hotchpot	Món thịt cừu hầm rau
Hotchpotch	Món thịt cừu hầm rau
Hotel	Khách sạn
Hotelier	Chủ khách sạn
Hotfoot	Mau, gấp, vội vàng
Hothead	Người bộp chộp
Hotkey	Phím nóng
Hotly	Sôi động, kịch liệt
Hot-headed	Bộp chộp
Hot-plate	Bếp hâm, đĩa hâm
Hot-pot	Thịt hầm với khoai tây
Hotplate	Bếp hâm, đựa hâm
Hotpot	Thịt hầm với khoai tây
Hotshot	Người khéo ứng xử
Hound	Chó săn
Houndfish	Động cá nhám góc
Hour	Giờ
Hourglass	Đồng hồ cát
Hour-glass	Đồng hồ cát
Hour-hand	Kim chỉ giờ
Hour-long	Kéo dài một tiếng
House	Nhà ở, căn nhà, toà nhà
Houseboy	Thằng nhỏ
Houseful	Nhà đầy
Household	Hộ, gia đình
Houseless	Không cửa không nhà
House-dog	Chó giữ nhà
House-room	Cho trọ, cho ở thuê
House-top	Mái nhà
Housemaid	Chị hầu phòng
Houseman	Bác sự nội trú
Houseplant	Cấy trồng trong nhà
Housewife	Bà nội trợ
Housing	Sự cho ở
Houting	Cá biển châu Âu
Hove	Sự cố nhấc lên, sự cố kéo
Hovel	Mái che
Hover	Sự trôi lơ lửng
Hoverfly	Loại ong màu sắc rực rỡ
Hoverport	Cảng cho thủy phi cơ
Hovertrain	Tàu chạy trên đệm hơi
How much	Sao, ra sao, làm sao
Howbeit	Tuy nhiên, song le, mặc dù
Howdah	Ghế đặt trên lưng voi
Howe	Thung lũng
Howf	Cũng howff
Howl	Tiếng la hét
Howling	La hét
Howsoever	Dù bằng cách nào
Hoyden	Cô gái hay nghịch nhộn
Hramsa	Pho mát kem có tỏi
Hubbub	Sự ồn ào huyên náo
Hub-cap	Nắp tròn đậy trục bánh xe
Huckster	Người buôn bán vặt vãnh
Hucksterer	Người buôn bán vặt vãnh
Huckstery	Nghề buôn bán vặt vãnh
Huffily	Cáu kỉnh, gắt gỏng
Huffish	Hay giằn dỗi
Huffy	Hay giằn dỗi
Huge	To lớn, đồ sộ, khổng lồ
Hugely	Rất đỗi, hết sức
Hugeness	Sự to lớn, sự khổng lồ
Huguenot	Người Pháp theo đạo Tin Lành
Hulk	Tàu thuỷ cũ dùng làm kho
Hulking	Nặng nề và vụng về
Hull	Thân
Hullo	Ồ! để tỏ ý ngạc nhiên
Hulloa	Ồ! để tỏ ý ngạc nhiên
Human race	Loài người, nhân loại
Humane	Nhân đạo, nhân đức
Humanely	Nhân đạo
Humaneness	Tính nhân dân
Humanise	Làm cho có lòng nhân đạo
Humanism	Chủ nghĩa nhân đạo
Humanistic	Thuộc về chủ nghĩa nhân văn
Humanity	Loài người, nhân loại
Humanize	Làm cho có lòng nhân đạo
Humankind	Loài người, nhân đạo
Humanness	Tính chất người
Humble	Khiêm tốn, nhún nhường
Humbly	Nhún nhường, khiêm nhường
Humbug	Lời nói bịp bợm
Humbuggery	Trò bịp bợm, trò lừa dối
Humdrum	Nhàm, chán, buồn tẻ
Humectant	Chất giữ độ ẩm
Humic	Có mùn
Humid	Ẩm, ẩm ướt
Humidifier	Máy giữ độ ẩm không khí
Humidify	Làm ẩm ướt
Humidity	Sự ẩm ướt
Humidor	Hộp giữ độ ẩm cho xì gà
Humify	Biến thành mùn
Humiliate	Làm nhục, làm bẽ mặt
Humility	Sự khiêm tốn, sự nhún nhường
Hummock	Gò, đống
Hummocky	Có nhiều gò đống
Humor	Sự hài hước, sự hóm hỉnh
Humorist	Người hóm hỉnh
Humoristic	Hài hước
Humorous	Hóm hỉnh
Humorously	Khôi hài, hài hước, dí dỏm
Humour	Sự hài hước, sự hóm hỉnh
Humourist	Người hóm hỉnh
Humpback	Lưng gù, lưng có bướu
Humpbacked	Có bướu ở lưng
Humped	Có bướu
Humpless	Không có bướu
Humus	Mùn, đất mùn
Hunch	Cái bướu
Hunchback	Lưng gù, lưng có bướu
Hundredth	Thứ một trăm
Hung	Sự cúi xuống, sự gục xuống
Hunger	Sự đói, tình trạng đói
Hung-over	Choáng váng, buồn nôn
Hunks	Người keo cú, người bủn xỉn
Hunt	Sự dao động // đảo lại
Hunter	Người đi săn
Hunting	Sự đi săn
Huntress	Người đàn bà đi săn
Huntsman	Người đi săn
Hurdler	Người làm rào tạm thời
Hurdling	Môn chạy/nhảy vượt rào
Hurds	Bã đay gai
Hurrah	Hoan hô
Hurray	Hoan hô
Hurricane	Vlđc. bão lốc
Hurried	Vội vàng, hấp tấp
Hurriedly	Vội vàng, hối hả, hấp tấp
Hurst	Gò, đồi nhỏ
Hurt	Vết thương, chỗ bị đau
Hurtfully	Tai hại, tai quái
Hurtle	Sự va chạm, sự va mạnh
Husband	Người chồng
Husbandman	Người làm ruộng, nông dân
Husbandry	Nghề làm ruộng, nghề nông
Hush	Sự im lặng
Hush-hush	Kín, bí mật
Hush-ship	Tàu chiến đóng bí mật
Huskily	Khản, khàn khàn
Huskiness	Sự khản tiếng, sự khản giọng
Husky	Khô như vỏ, khô như trấu
Huss	Thịt cá nhám góc
Hussar	Kỵ binh nhẹ
Hustle	Sự xô đẩy, sự chen lấn
Hutch	Chuồng thỏ
Hutted	Có nhiều lều
Huzza	Hoan hô
Hyacinth	Hoa lan dạ hương
Hyaline	Trong suốt, tựa thuỷ tinh
Hybrid	Người lai
Hybridise	Gây giống lai
Hybridism	Tính chất lai
Hybridist	Người làm việc lai giống
Hybridity	Tính chất lai
Hybridize	Gây giống lai
Hybris	Quá kiêu căng
Hydraulic	Thuỷ lực học
Hydraulics	Thuỷ lực học
Hydrib	Giống lai // lai
Hydrofoil	Thiết bị nâng thân tàu
Hydrology	Thuỷ học
Hydrolyte	Chất thuỷ phân
Hydrolytic	Thuộc thủy phân
Hydrolyze	Thuỷ phân
Hydromancy	Thuật bói nước
Hydromel	Mật ong pha nước
Hydrometer	Cái đo tỷ trọng chất nước
Hydrometry	Phép đo tỷ trọng chất nước
Hydrophane	Hidrofan
Hydroscope	Kính soi đáy nước
Hydrous	Có nước
Hyenic	Thuộc linh cẩu
Hyenoid	Dạng linh cẩu
Hyetology	Khoa mưa tuyết
Hygiene	Vệ sinh
Hygienic	Vệ sinh, hợp vệ sinh
Hygienical	Vệ sinh, hợp vệ sinh
Hygienics	Khoa vệ sinh
Hygienist	Vệ sinh viên
Hygrograph	Máy ghi độ ẩm không khí
Hygrometry	Phép đo ẩm
Hygroscope	Cái nghiệm ẩm
Hygroscopy	Phép nghiệm ẩm
Hyla	Nhái bén
Hylozoist	Người theo thuyết vật hoạt
Hy-spy	Trò chơi ú tim
Hymen	Ông tơ bà nguyệt
Hymenium	Màng bào
Hymn	Bài thánh ca
Hymnary	Xem hymnal
Hymnbook	Hymnal
Hymnist	Người soạn thánh ca
Hymnodist	Người soạn thánh ca
Hymnody	Sự hát những bài hát ca tụng
Hymnology	Sự soạn những bài hát ca tụng
Hypaethral	Không mái
Hyped-up	Kích động
Hyperaemic	Sung huyết
Hyperamia	Cũng hyperemia
Hyperbola	Hipebôn
Hyperbolic	Hypebolic
Hypercone	Siêu nón
Hypercube	Hình siêu lập phương
Hyperemia	Cũng hyperaemia
Hyperemic	Thuộc chứng sung huyết
Hypergamy	Hôn nhân cùng đẳng cấp
Hyperplane	Siêu phẳng
Hyperpnoea	Cũng hyperpnea
Hypersonic	Siêu thanh
Hyperspace	Siêu không gian
Hypertext	Siêu văn bản
Hyperthral	Không mái
Hypertonic	Ưu trương
Hypertorus	Siêu xuyến
Hypethral	Không mái
Hyphen	Dấu nối
Hyphenate	Dấu nối
Hyphenated	Có dấu nối ở giữa
Hyphenless	Không có dấu gạch nối
Hypnagogic	Buồn ngủ
Hypnoid	Tựa giấc mơ
Hypnosis	Giấc ngủ nhân tạo
Hypnotism	Thuật thôi miên
Hypnotist	Nhà thôi miên
Hypocorism	Tên gọi âu yếm
Hypocrisy	Đạo đức giả
Hypodermis	Lớp dưới da
Hypogeal	Hypogean
Hypogene	Thâm sinh
Hypogyny	Tình trạng dưới bầu
Hyponymous	Xem hyponymy
Hyposeal	Thuộc tuyến yên
Hypostyle	Adj
Hypotenuse	Cạnh huyền
Hypotheses	Giả thuyết
Hypothesis	Giả thiết
Hypothetic	Có tinh thần giả thuyết
Hypotonic	Nhược trương
Hyppogriph	Quái vật đầu chim mình ngựa
Hyppogryph	Quái vật đầu chim mình ngựa
Hypsometer	Máy đo độ cao
Hysteric	Mặc chứng cuồng loạn
Hysterical	Mắc ictêri
Hysteroid	Như cuồng loạn
Iambic	Theo nhịp thơ iambơ
Ibexes	Xem ibex
Ible	Hậu tố
Ice cube	Cục đá ở tủ ướp lạnh
Ice lolly	Kem que, kem cây
Ice water	Nước đá tan ra
Iceberg	Núi băng trôi
Iced	Đóng băng
Icelander	Người băng đảo
Iceless	Xem ice
Ice-age	Thời kỳ băng hà
Ice-blue	Xanh nhợt nhạt
Ice-boat	Thuyền chạy trên băng
Ice-box	Tủ ướp lạnh
Ice-cold	Băng giá
Ice-cream	Kem
Ice-drift	Dòng băng trôi
Ice-fall	Thác băng
Ice-field	Đồng băng, băng nguyên
Ice-floe	Tảng băng nổi
Ice-free	Không bao giờ bị đóng băng
Ice-house	Hầm chứa nước đá, hầm lạnh
Ice-pack	Đám băng
Ice-pick	Rìu phá băng
